,bookNum,hymnNum,verseNum,serNum,deity,poet,meter
2647,10,62,9,888,All Gods,Nābhānediṣṭha Mānava,anuṣṭubh
2648,10,62,10,888,All Gods,Nābhānediṣṭha Mānava,gāyatrī
2649,10,62,11,888,All Gods,Nābhānediṣṭha Mānava,triṣṭubh
2650,10,63,1,889,All Gods,Gaya Plāta,jagatī
2651,10,63,2,889,All Gods,Gaya Plāta,jagatī
2652,10,63,3,889,All Gods,Gaya Plāta,jagatī
2653,10,63,4,889,All Gods,Gaya Plāta,jagatī
2654,10,63,5,889,All Gods,Gaya Plāta,jagatī
2655,10,63,6,889,All Gods,Gaya Plāta,jagatī
2656,10,63,7,889,All Gods,Gaya Plāta,jagatī
2657,10,63,8,889,All Gods,Gaya Plāta,jagatī
2658,10,63,9,889,All Gods,Gaya Plāta,jagatī
2659,10,63,10,889,All Gods,Gaya Plāta,jagatī
2660,10,63,11,889,All Gods,Gaya Plāta,jagatī
2661,10,63,12,889,All Gods,Gaya Plāta,jagatī
2662,10,63,13,889,All Gods,Gaya Plāta,jagatī
2663,10,63,14,889,All Gods,Gaya Plāta,jagatī
2664,10,63,15,889,All Gods,Gaya Plāta,jagatī
2665,10,63,16,889,All Gods,Gaya Plāta,triṣṭubh
2666,10,63,17,889,All Gods,Gaya Plāta,triṣṭubh
2667,10,64,1,890,All Gods,Gaya Plāta,jagatī
2668,10,64,2,890,All Gods,Gaya Plāta,jagatī
2669,10,64,3,890,All Gods,Gaya Plāta,jagatī
2670,10,64,4,890,All Gods,Gaya Plāta,jagatī
2671,10,64,5,890,All Gods,Gaya Plāta,jagatī
2672,10,64,6,890,All Gods,Gaya Plāta,jagatī
2673,10,64,7,890,All Gods,Gaya Plāta,jagatī
2674,10,64,8,890,All Gods,Gaya Plāta,jagatī
2675,10,64,9,890,All Gods,Gaya Plāta,jagatī
2676,10,64,10,890,All Gods,Gaya Plāta,jagatī
2677,10,64,11,890,All Gods,Gaya Plāta,jagatī
2678,10,64,12,890,All Gods,Gaya Plāta,triṣṭubh
2679,10,64,13,890,All Gods,Gaya Plāta,jagatī
2680,10,64,14,890,All Gods,Gaya Plāta,jagatī
2681,10,64,15,890,All Gods,Gaya Plāta,jagatī
2682,10,64,16,890,All Gods,Gaya Plāta,triṣṭubh
2683,10,64,17,890,All Gods,Gaya Plāta,triṣṭubh
2684,10,65,1,891,All Gods,Vasukarṇa Vāsukra,jagatī
2685,10,65,2,891,All Gods,Vasukarṇa Vāsukra,jagatī
2686,10,65,3,891,All Gods,Vasukarṇa Vāsukra,jagatī
2687,10,65,4,891,All Gods,Vasukarṇa Vāsukra,jagatī
2688,10,65,5,891,All Gods,Vasukarṇa Vāsukra,jagatī
2689,10,65,6,891,All Gods,Vasukarṇa Vāsukra,jagatī
2690,10,65,7,891,All Gods,Vasukarṇa Vāsukra,jagatī
2691,10,65,8,891,All Gods,Vasukarṇa Vāsukra,jagatī
2692,10,65,9,891,All Gods,Vasukarṇa Vāsukra,jagatī
2693,10,65,10,891,All Gods,Vasukarṇa Vāsukra,jagatī
2694,10,65,11,891,All Gods,Vasukarṇa Vāsukra,jagatī
2695,10,65,12,891,All Gods,Vasukarṇa Vāsukra,jagatī
2696,10,65,13,891,All Gods,Vasukarṇa Vāsukra,jagatī
2697,10,65,14,891,All Gods,Vasukarṇa Vāsukra,jagatī
2698,10,65,15,891,All Gods,Vasukarṇa Vāsukra,triṣṭubh
2699,10,66,1,892,All Gods,Vasukarṇa Vāsukra,jagatī
2700,10,66,2,892,All Gods,Vasukarṇa Vāsukra,jagatī
2701,10,66,3,892,All Gods,Vasukarṇa Vāsukra,jagatī
2702,10,66,4,892,All Gods,Vasukarṇa Vāsukra,jagatī
2703,10,66,5,892,All Gods,Vasukarṇa Vāsukra,jagatī
2704,10,66,6,892,All Gods,Vasukarṇa Vāsukra,jagatī
2705,10,66,7,892,All Gods,Vasukarṇa Vāsukra,jagatī
2706,10,66,8,892,All Gods,Vasukarṇa Vāsukra,jagatī
2707,10,66,9,892,All Gods,Vasukarṇa Vāsukra,jagatī
2708,10,66,10,892,All Gods,Vasukarṇa Vāsukra,jagatī
2709,10,66,11,892,All Gods,Vasukarṇa Vāsukra,jagatī
2710,10,66,12,892,All Gods,Vasukarṇa Vāsukra,jagatī
2711,10,66,13,892,All Gods,Vasukarṇa Vāsukra,jagatī
2712,10,66,14,892,All Gods,Vasukarṇa Vāsukra,jagatī
2713,10,66,15,892,All Gods,Vasukarṇa Vāsukra,triṣṭubh
2714,10,67,1,893,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2715,10,67,2,893,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2716,10,67,3,893,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2717,10,67,4,893,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2718,10,67,5,893,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2719,10,67,6,893,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2720,10,67,7,893,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2721,10,67,8,893,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2722,10,67,9,893,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2723,10,67,10,893,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2724,10,67,11,893,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2725,10,67,12,893,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2726,10,68,1,894,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2727,10,68,2,894,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2728,10,68,3,894,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2729,10,68,4,894,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2730,10,68,5,894,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2731,10,68,6,894,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2732,10,68,7,894,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2733,10,68,8,894,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2734,10,68,9,894,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2735,10,68,10,894,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2736,10,68,11,894,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2737,10,68,12,894,Br̥haspati,Ayāsya Āṅgirasa,triṣṭubh
2738,10,69,1,895,Agni,Sumitra Vādhryaśva,jagatī
2739,10,69,2,895,Agni,Sumitra Vādhryaśva,jagatī
2740,10,69,3,895,Agni,Sumitra Vādhryaśva,triṣṭubh
2741,10,69,4,895,Agni,Sumitra Vādhryaśva,triṣṭubh
2742,10,69,5,895,Agni,Sumitra Vādhryaśva,triṣṭubh
2743,10,69,6,895,Agni,Sumitra Vādhryaśva,triṣṭubh
2744,10,69,7,895,Agni,Sumitra Vādhryaśva,triṣṭubh
2745,10,69,8,895,Agni,Sumitra Vādhryaśva,triṣṭubh
2746,10,69,9,895,Agni,Sumitra Vādhryaśva,triṣṭubh
2747,10,69,10,895,Agni,Sumitra Vādhryaśva,triṣṭubh
2748,10,69,11,895,Agni,Sumitra Vādhryaśva,triṣṭubh
2749,10,69,12,895,Agni,Sumitra Vādhryaśva,triṣṭubh
2750,10,70,1,896,Āprı̄,Sumitra Vādhryaśva,triṣṭubh
2751,10,70,2,896,Āprı̄,Sumitra Vādhryaśva,triṣṭubh
2752,10,70,3,896,Āprı̄,Sumitra Vādhryaśva,triṣṭubh
2753,10,70,4,896,Āprı̄,Sumitra Vādhryaśva,triṣṭubh
2754,10,70,5,896,Āprı̄,Sumitra Vādhryaśva,triṣṭubh
2755,10,70,6,896,Āprı̄,Sumitra Vādhryaśva,triṣṭubh
2756,10,70,7,896,Āprı̄,Sumitra Vādhryaśva,triṣṭubh
2757,10,70,8,896,Āprı̄,Sumitra Vādhryaśva,triṣṭubh
2758,10,70,9,896,Āprı̄,Sumitra Vādhryaśva,triṣṭubh
2759,10,70,10,896,Āprı̄,Sumitra Vādhryaśva,triṣṭubh
2760,10,70,11,896,Āprı̄,Sumitra Vādhryaśva,triṣṭubh
2761,10,71,1,897,Wisdom,Br̥haspati Āṅgirasa,triṣṭubh
2762,10,71,2,897,Wisdom,Br̥haspati Āṅgirasa,triṣṭubh
2763,10,71,3,897,Wisdom,Br̥haspati Āṅgirasa,triṣṭubh
2764,10,71,4,897,Wisdom,Br̥haspati Āṅgirasa,triṣṭubh
2765,10,71,5,897,Wisdom,Br̥haspati Āṅgirasa,triṣṭubh
2766,10,71,6,897,Wisdom,Br̥haspati Āṅgirasa,triṣṭubh
2767,10,71,7,897,Wisdom,Br̥haspati Āṅgirasa,triṣṭubh
2768,10,71,8,897,Wisdom,Br̥haspati Āṅgirasa,triṣṭubh
2769,10,71,9,897,Wisdom,Br̥haspati Āṅgirasa,jagatī
2770,10,71,10,897,Wisdom,Br̥haspati Āṅgirasa,triṣṭubh
2771,10,71,11,897,Wisdom,Br̥haspati Āṅgirasa,triṣṭubh
2772,10,72,1,898,The Gods,"Br̥haspati Āṅgirasa, Br̥haspati Laukya, or Aditi Dākṣāyaṇī",anuṣṭubh
2773,10,72,2,898,The Gods,"Br̥haspati Āṅgirasa, Br̥haspati Laukya, or Aditi Dākṣāyaṇī",anuṣṭubh
2774,10,72,3,898,The Gods,"Br̥haspati Āṅgirasa, Br̥haspati Laukya, or Aditi Dākṣāyaṇī",anuṣṭubh
2775,10,72,4,898,The Gods,"Br̥haspati Āṅgirasa, Br̥haspati Laukya, or Aditi Dākṣāyaṇī",anuṣṭubh
2776,10,72,5,898,The Gods,"Br̥haspati Āṅgirasa, Br̥haspati Laukya, or Aditi Dākṣāyaṇī",anuṣṭubh
2777,10,72,6,898,The Gods,"Br̥haspati Āṅgirasa, Br̥haspati Laukya, or Aditi Dākṣāyaṇī",anuṣṭubh
2778,10,72,7,898,The Gods,"Br̥haspati Āṅgirasa, Br̥haspati Laukya, or Aditi Dākṣāyaṇī",anuṣṭubh
2779,10,72,8,898,The Gods,"Br̥haspati Āṅgirasa, Br̥haspati Laukya, or Aditi Dākṣāyaṇī",anuṣṭubh
2780,10,72,9,898,The Gods,"Br̥haspati Āṅgirasa, Br̥haspati Laukya, or Aditi Dākṣāyaṇī",anuṣṭubh
2781,10,73,1,899,Indra,Gaurivīti Śaktyā,triṣṭubh
2782,10,73,2,899,Indra,Gaurivīti Śaktyā,triṣṭubh
2783,10,73,3,899,Indra,Gaurivīti Śaktyā,triṣṭubh
2784,10,73,4,899,Indra,Gaurivīti Śaktyā,triṣṭubh
2785,10,73,5,899,Indra,Gaurivīti Śaktyā,triṣṭubh
2786,10,73,6,899,Indra,Gaurivīti Śaktyā,triṣṭubh
2787,10,73,7,899,Indra,Gaurivīti Śaktyā,triṣṭubh
2788,10,73,8,899,Indra,Gaurivīti Śaktyā,triṣṭubh
2789,10,73,9,899,Indra,Gaurivīti Śaktyā,triṣṭubh
2790,10,73,10,899,Indra,Gaurivīti Śaktyā,triṣṭubh
2791,10,73,11,899,Indra,Gaurivīti Śaktyā,triṣṭubh
2792,10,74,1,900,Indra,Gaurivīti Śaktyā,triṣṭubh
2793,10,74,2,900,Indra,Gaurivīti Śaktyā,triṣṭubh
2794,10,74,3,900,Indra,Gaurivīti Śaktyā,triṣṭubh
2795,10,74,4,900,Indra,Gaurivīti Śaktyā,triṣṭubh
2796,10,74,5,900,Indra,Gaurivīti Śaktyā,triṣṭubh
2797,10,74,6,900,Indra,Gaurivīti Śaktyā,triṣṭubh
2798,10,75,1,901,Rivers,Sindhukṣit Praiyamedha,jagatī
2799,10,75,2,901,Rivers,Sindhukṣit Praiyamedha,jagatī
2800,10,75,3,901,Rivers,Sindhukṣit Praiyamedha,jagatī
2801,10,75,4,901,Rivers,Sindhukṣit Praiyamedha,jagatī
2802,10,75,5,901,Rivers,Sindhukṣit Praiyamedha,jagatī
2803,10,75,6,901,Rivers,Sindhukṣit Praiyamedha,jagatī
2804,10,75,7,901,Rivers,Sindhukṣit Praiyamedha,jagatī
2805,10,75,8,901,Rivers,Sindhukṣit Praiyamedha,jagatī
2806,10,75,9,901,Rivers,Sindhukṣit Praiyamedha,jagatī
2807,10,76,1,902,Pressing Stones,The snake Jaratkarṇa Airāvata,jagatī
2808,10,76,2,902,Pressing Stones,The snake Jaratkarṇa Airāvata,jagatī
2809,10,76,3,902,Pressing Stones,The snake Jaratkarṇa Airāvata,jagatī
2810,10,76,4,902,Pressing Stones,The snake Jaratkarṇa Airāvata,jagatī
2811,10,76,5,902,Pressing Stones,The snake Jaratkarṇa Airāvata,jagatī
2812,10,76,6,902,Pressing Stones,The snake Jaratkarṇa Airāvata,jagatī
2813,10,76,7,902,Pressing Stones,The snake Jaratkarṇa Airāvata,jagatī
2814,10,76,8,902,Pressing Stones,The snake Jaratkarṇa Airāvata,jagatī
2815,10,77,1,903,Maruts,Syūmaraśmi Bhārgava,triṣṭubh (and mangled jagatī)
2816,10,77,2,903,Maruts,Syūmaraśmi Bhārgava,triṣṭubh (and mangled jagatī)
2817,10,77,3,903,Maruts,Syūmaraśmi Bhārgava,triṣṭubh (and mangled jagatī)
2818,10,77,4,903,Maruts,Syūmaraśmi Bhārgava,triṣṭubh (and mangled jagatī)
2819,10,77,5,903,Maruts,Syūmaraśmi Bhārgava,triṣṭubh (and mangled jagatī)
2820,10,77,6,903,Maruts,Syūmaraśmi Bhārgava,triṣṭubh (and mangled jagatī)
2821,10,77,7,903,Maruts,Syūmaraśmi Bhārgava,triṣṭubh (and mangled jagatī)
2822,10,77,8,903,Maruts,Syūmaraśmi Bhārgava,triṣṭubh (and mangled jagatī)
2823,10,78,1,904,Maruts,Syūmaraśmi Bhārgava,triṣṭubh and jagatī
2824,10,78,2,904,Maruts,Syūmaraśmi Bhārgava,triṣṭubh and jagatī
2825,10,78,3,904,Maruts,Syūmaraśmi Bhārgava,triṣṭubh and jagatī
2826,10,78,4,904,Maruts,Syūmaraśmi Bhārgava,triṣṭubh and jagatī
2827,10,78,5,904,Maruts,Syūmaraśmi Bhārgava,triṣṭubh and jagatī
2828,10,78,6,904,Maruts,Syūmaraśmi Bhārgava,triṣṭubh and jagatī
2829,10,78,7,904,Maruts,Syūmaraśmi Bhārgava,triṣṭubh and jagatī
2830,10,78,8,904,Maruts,Syūmaraśmi Bhārgava,triṣṭubh and jagatī
2831,10,79,1,905,Agni,Agni Saucīka or Agni Vaiśvānara or Sapti Vājambhara,triṣṭubh
2832,10,79,2,905,Agni,Agni Saucīka or Agni Vaiśvānara or Sapti Vājambhara,triṣṭubh
2833,10,79,3,905,Agni,Agni Saucīka or Agni Vaiśvānara or Sapti Vājambhara,triṣṭubh
2834,10,79,4,905,Agni,Agni Saucīka or Agni Vaiśvānara or Sapti Vājambhara,triṣṭubh
2835,10,79,5,905,Agni,Agni Saucīka or Agni Vaiśvānara or Sapti Vājambhara,triṣṭubh
2836,10,79,6,905,Agni,Agni Saucīka or Agni Vaiśvānara or Sapti Vājambhara,triṣṭubh
2837,10,79,7,905,Agni,Agni Saucīka or Agni Vaiśvānara or Sapti Vājambhara,triṣṭubh
2838,10,80,1,906,Agni,Agni Saucīka or Agni Vaiśvānara,triṣṭubh
2839,10,80,2,906,Agni,Agni Saucīka or Agni Vaiśvānara,triṣṭubh
2840,10,80,3,906,Agni,Agni Saucīka or Agni Vaiśvānara,triṣṭubh
2841,10,80,4,906,Agni,Agni Saucīka or Agni Vaiśvānara,triṣṭubh
2842,10,80,5,906,Agni,Agni Saucīka or Agni Vaiśvānara,triṣṭubh
2843,10,80,6,906,Agni,Agni Saucīka or Agni Vaiśvānara,triṣṭubh
2844,10,80,7,906,Agni,Agni Saucīka or Agni Vaiśvānara,triṣṭubh
2845,10,81,1,907,Viśvakarman,Viśvakarman Bhauvana,triṣṭubh
2846,10,81,2,907,Viśvakarman,Viśvakarman Bhauvana,triṣṭubh
2847,10,81,3,907,Viśvakarman,Viśvakarman Bhauvana,triṣṭubh
2848,10,81,4,907,Viśvakarman,Viśvakarman Bhauvana,triṣṭubh
2849,10,81,5,907,Viśvakarman,Viśvakarman Bhauvana,triṣṭubh
2850,10,81,6,907,Viśvakarman,Viśvakarman Bhauvana,triṣṭubh
2851,10,81,7,907,Viśvakarman,Viśvakarman Bhauvana,triṣṭubh
2852,10,82,1,908,Visv́ akarman,Viśvakarman Bhauvana,triṣṭubh
2853,10,82,2,908,Visv́ akarman,Viśvakarman Bhauvana,triṣṭubh
2854,10,82,3,908,Visv́ akarman,Viśvakarman Bhauvana,triṣṭubh
2855,10,82,4,908,Visv́ akarman,Viśvakarman Bhauvana,triṣṭubh
2856,10,82,5,908,Visv́ akarman,Viśvakarman Bhauvana,triṣṭubh
2857,10,82,6,908,Visv́ akarman,Viśvakarman Bhauvana,triṣṭubh
2858,10,82,7,908,Visv́ akarman,Viśvakarman Bhauvana,triṣṭubh
2859,10,83,1,909,Battle Fury,Manyu Tāpasa,jagatī
2860,10,83,2,909,Battle Fury,Manyu Tāpasa,triṣṭubh
2861,10,83,3,909,Battle Fury,Manyu Tāpasa,triṣṭubh
2862,10,83,4,909,Battle Fury,Manyu Tāpasa,triṣṭubh
2863,10,83,5,909,Battle Fury,Manyu Tāpasa,triṣṭubh
2864,10,83,6,909,Battle Fury,Manyu Tāpasa,triṣṭubh
2865,10,83,7,909,Battle Fury,Manyu Tāpasa,triṣṭubh
2866,10,84,1,910,Battle Fury,Manyu Tāpasa,triṣṭubh
2867,10,84,2,910,Battle Fury,Manyu Tāpasa,triṣṭubh
2868,10,84,3,910,Battle Fury,Manyu Tāpasa,triṣṭubh
2869,10,84,4,910,Battle Fury,Manyu Tāpasa,jagatī
2870,10,84,5,910,Battle Fury,Manyu Tāpasa,jagatī
2871,10,84,6,910,Battle Fury,Manyu Tāpasa,jagatī
2872,10,84,7,910,Battle Fury,Manyu Tāpasa,jagatī
2873,10,85,1,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2874,10,85,2,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2875,10,85,3,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2876,10,85,4,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2877,10,85,5,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2878,10,85,6,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2879,10,85,7,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2880,10,85,8,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2881,10,85,9,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2882,10,85,10,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2883,10,85,11,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2884,10,85,12,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2885,10,85,13,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2886,10,85,14,911,Wedding,Sūryā Sāvitrī,triṣṭubh
2887,10,85,15,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2888,10,85,16,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2889,10,85,17,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2890,10,85,18,911,Wedding,Sūryā Sāvitrī,jagatī
2891,10,85,19,911,Wedding,Sūryā Sāvitrī,triṣṭubh
2892,10,85,20,911,Wedding,Sūryā Sāvitrī,triṣṭubh
2893,10,85,21,911,Wedding,Sūryā Sāvitrī,triṣṭubh
2894,10,85,22,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2895,10,85,23,911,Wedding,Sūryā Sāvitrī,triṣṭubh
2896,10,85,24,911,Wedding,Sūryā Sāvitrī,triṣṭubh
2897,10,85,25,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2898,10,85,26,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2899,10,85,27,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2900,10,85,28,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2901,10,85,29,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2902,10,85,30,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2903,10,85,31,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2904,10,85,32,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2905,10,85,33,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2906,10,85,34,911,Wedding,Sūryā Sāvitrī,urobr̥hatī
2907,10,85,35,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2908,10,85,36,911,Wedding,Sūryā Sāvitrī,triṣṭubh
2909,10,85,37,911,Wedding,Sūryā Sāvitrī,triṣṭubh
2910,10,85,38,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2911,10,85,39,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2912,10,85,40,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2913,10,85,41,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2914,10,85,42,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2915,10,85,43,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2916,10,85,44,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2917,10,85,45,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2918,10,85,46,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2919,10,85,47,911,Wedding,Sūryā Sāvitrī,anuṣṭubh
2920,10,86,1,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indra,paṅkti
2921,10,86,2,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indrāṇī,paṅkti
2922,10,86,3,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indrāṇī,paṅkti
2923,10,86,4,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indrāṇī,paṅkti
2924,10,86,5,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indrāṇī,paṅkti
2925,10,86,6,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indrāṇī,paṅkti
2926,10,86,7,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Vr̥ṣākapi Aindra,paṅkti
2927,10,86,8,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indra,paṅkti
2928,10,86,9,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indrāṇī,paṅkti
2929,10,86,10,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indrāṇī,paṅkti
2930,10,86,11,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indra,paṅkti
2931,10,86,12,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indra,paṅkti
2932,10,86,13,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Vr̥ṣākapi Aindra,paṅkti
2933,10,86,14,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indra,paṅkti
2934,10,86,15,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indrāṇī,paṅkti
2935,10,86,16,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indrāṇī,paṅkti
2936,10,86,17,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indrāṇī,paṅkti
2937,10,86,18,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indrāṇī,paṅkti
2938,10,86,19,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indra,paṅkti
2939,10,86,20,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indra,paṅkti
2940,10,86,21,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indra,paṅkti
2941,10,86,22,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Indra,paṅkti
2942,10,86,23,912,"Vr̥ṣākapi (Conversation of Vr̥ṣākapi Aindra, Indrāṇı,̄ and Indra)",Vr̥ṣākapi Aindra,paṅkti
2943,10,87,1,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2944,10,87,2,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2945,10,87,3,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2946,10,87,4,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2947,10,87,5,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2948,10,87,6,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2949,10,87,7,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2950,10,87,8,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2951,10,87,9,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2952,10,87,10,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2953,10,87,11,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2954,10,87,12,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2955,10,87,13,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2956,10,87,14,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2957,10,87,15,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2958,10,87,16,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2959,10,87,17,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2960,10,87,18,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2961,10,87,19,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2962,10,87,20,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2963,10,87,21,913,Agni Demon-Smiter,Pāyu Bhāradvāja,triṣṭubh
2964,10,87,22,913,Agni Demon-Smiter,Pāyu Bhāradvāja,anuṣṭubh
2965,10,87,23,913,Agni Demon-Smiter,Pāyu Bhāradvāja,anuṣṭubh
2966,10,87,24,913,Agni Demon-Smiter,Pāyu Bhāradvāja,anuṣṭubh
2967,10,87,25,913,Agni Demon-Smiter,Pāyu Bhāradvāja,anuṣṭubh
2968,10,88,1,914,Sūrya and Vaisv́ ānara,Mūrdhanvant Āṅgirasa or Vāmadevya,triṣṭubh
2969,10,88,2,914,Sūrya and Vaisv́ ānara,Mūrdhanvant Āṅgirasa or Vāmadevya,triṣṭubh
2970,10,88,3,914,Sūrya and Vaisv́ ānara,Mūrdhanvant Āṅgirasa or Vāmadevya,triṣṭubh
2971,10,88,4,914,Sūrya and Vaisv́ ānara,Mūrdhanvant Āṅgirasa or Vāmadevya,triṣṭubh
